32.96050761,1246586306
8.887103545,1119212209
0.471404521,750145833.9
3.858612301,1175465439
23.03773513,668726226.8
2.777192677,580177298.1
3.089840559,1117924843
25.76448368,372833417
2.318030174,796333921.6
2.776035157,493357548
7.04658222,786511980.9
1.975848692,570587193.8
4.305531326,619610943.8
2.284062641,408599139.7
2.247220505,967081508
5.003702333,1115342983
5.113334897,361178030.5
5.28828671,836966611
4.732288857,494016916.7
3.798104791,79359509.77
8.563147786,1249832896
1.863389981,482150320
57.83548487,1226695011
3.636647716,511686680.1
3.666541445,437354183.8
14.76538279,100400712.3
9.369895668,407748568.3
6.810836953,417455976.2
17.63066183,1057465603
3.018461713,772872408.9
35.86209698,1144831433
3.284380938,523021401.7
10.80231457,888638528.7
7.126705449,1060225492
2.1032246,1318010348
3.269174208,35779436.36
13.52800069,867252540.9
7.919252223,1211516081
6.682086766,1238594571
10.05518109,997976391.7
5.915913084,1074708724
5.266077193,739160848.9
11.5475945,709221087.9
20.22133527,1130324941
11.81969175,710273467.5
2.596792894,140768424.2
3.953414929,767854025
4.309477927,1025185394
1.507814403,646750664.7
3.582838915,420444034.8
0.433012702,663167093.2
6.20030511,416987394.6
10.61110529,373829605.2
3.036811193,635935671.7
4.379878233,588162249.2
17.13610743,1284417916
9.883409751,1120145648
44.79273255,782921371.3
15.58845727,1160636052
6.904663279,1375985739
32.99349917,688306882.2
20.42900817,813439882.8
20.40381292,776475491
10.77218641,875802171.9
3.092269422,268227801.7
29.20821802,880389324.3
4.469594246,1015014319
8.688988475,453219130.9
3.825630061,454605339.7
5.390960852,1070180704
2.521674749,1452450276
3.437068965,310544673.6
3.827430876,977631028.9
5.573121978,1146484018
4.403004055,1150237360
3.11287428,658015702.8
1.54852478,748072884.6
3.236606905,502543206.3
4.945361182,611564921.9
1.351327849,416494072
57.81783889,812823192.2
6.017011474,634605082.3
3.666060556,731855147.9
11.22487115,727490345.7
7.173717462,433318058.5
16.23281036,1179986885
47.45874677,1178449432
35.69117538,806186017.1
9.974578414,895191800.3
6.293597938,749359129.8
4.028926472,488891170.1
2.752162786,422069750.2
56.21283481,1077713980
4.716539695,297322305.6
32.15803591,1104943316
11.4940081,988198229.7
8.048701287,866581012.1
2.641665206,342964963.4
9.743325816,788374518.7
45.8755526,686027461.5
5.166591995,827854288.1
13.46943226,1308093012
6.487128813,182391119.7
11.10459637,950135526.5
8.818556804,732974330.5
7.702289239,1176962690
20.36079526,1234325705
29.39836459,1090066005
1.699673171,505816103.6
2.99877526,988834247.5
2.597143114,1271233564
5.944573167,605343273.1
4.245222468,486851846.8
10.60679651,1010021626
2.488176121,830009274.6
12.97112177,1016133539
1.534461025,216318524.8
8.284859014,547107155.7
13.43214415,637545548.8
6.897758515,522381473.7
38.11536194,913955982.1
41.24829963,965190184.2
4.751455201,892215780
6.366208921,874812585.7
7.014775546,743562496.6
2.347972695,477742347.7
4.786455202,96992339.43
3.983526167,571155270.9
5.953990259,980662444.5
0.957427108,743222582.3
0.911290199,957898392.1
1.605113357,856059192.4
1.977142106,668504885.6
3.612741772,1199425037
3.633180425,635438647.6
3.160300619,877505431.5
